word,frequency
flesh-eaters,1
Nanook!,1
coffins.,4
"Vampires,",2
Vampires.,3
smell!?,1
Chill,8
vamp-out,1
glowing.,2
<u>Vampires</u>,1
<u>Everywhere</u>...,1
'Vampires,1
<u>Guardian</u>,1
<u>fierce,1
Hell</u>,1
<u>--,1
this</u>,1
<u>purpose</u>.',1
reasoning?,1
vampire...,1
<u>dating</u>,1
fingernails?,2
newsprint,1
Bullwinkle,1
Kryton???,1
Archies,1
Rich's.,1
<u>I'll,1
there</u>.,1
names!,3
<u>again</u>.,1
'Again'?,1
monster!?,2
horror...,2
<u>closet,1
monster</u>!,1
suits...,2
hippie...,1
synch.,1
"Ouch,",1
"materials,",3
Walk!,1
Grandpa...,1
<u>T.V.</u>,1
<u>Guide</u>.,1
<u>T.V.,1
"Guide</u>,",1
T.V...,2
T.V.?,5
Laddie.,3
<u>memory</u>.,1
Laddie...,1
hammering,2
boardwalk,2
Laddie?,1
<u>them</u>.,3
Michael!...,1
<u>didn't</u>,4
aren't?,4
hitch.,2
sleeper.,4
Ohmygod...,1
Max!,11
dark!,3
<u>mom</u>!,1
Nanook.,1
"Nanook,",1
Frog,4
Brothers...,2
guests...,1
hiked,1
"Berkeley,",2
LUCY,1
"boardwalk,",1
beach!,1
Carla...,2
"faimly,",1
about!?,1
<u>yours</u>.,2
Max...,6
Lucy...,3
weeds.,2
ignored.,3
"discipline,",2
<u>garlic</u>!!,1
"garlic,",3
<u>Somebody</u>,1
areound,1
"terrific,",13
"Runaways,",1
Attracted,1
"Teenagers,",1
Ohm,1
'Eighties.',1
Decade.,1
needy?,1
renders,1
test!,1
Burn??,1
Parmesan,2
Laddie,3
weak...,1
saved...,2
Half-vampires...,1
Star!,1
Star?,2
boardwalk...,1
summers,5
Ex-hippies.,1
Star's,3
<u>like</u>,3
"pierced,",2
boardwalk.,2
'D'.,2
mirror!!,1
<u>you</u>!,2
<u>me</u>!,3
Nonook?,1
Nanook?!,1
asshole?!,1
Nanook...,1
Michael!?,1
"earring,",1
home?...,1
bottoms,2
"alien,",2
Entertain,2
malls,1
'like,1
ocean.',1
glands!,1
T.V.s,1
"malls,",1
Cineplexes,1
MTV.,2
lode,1
unload.,1
<u>can't</u>?!,1
Box,6
dynamite...,3
thermite...,1
shotguns...,1
flares...,1
nicked,3
"Alone,",1
kennel,2
bandage.,3
redressed,1
"reproduce,",1
"absorbed,",1
"""got""",1
Norwegians,3
"saucer,",1
Blair!,1
half-hysterical,1
clears,4
MacMurdo...,1
Garry.,2
infection...,3
activity...,2
Norwegian,5
digest...,1
imitation...,1
Fuchs...?,1
Fuchs...,1
Fuchs?,2
Blair.,3
"Blair,",2
see...?,6
skua,1
inland...,1
Generator,1
recruits.,1
Childs!!,1
"Cut,",1
Auxiliary,2
cables...?,1
magneto,1
Palmer!!,1
skies,5
Chariots,1
Incas,2
Bwana?,1
shorted,2
Copper.,2
Nauls?,1
fuse?,3
mutherfucker?,1
S.O.B.,3
radio...,5
camp...,6
"so?""",2
Spaceship,1
"Copper,",2
"Palmer,",5
MacReady.,2
MacReady,2
everybody?!,1
frostbit!,1
guideline...,1
Norris...,1
siren.,3
Garry's,1
missing!,3
MacReady!,4
"morphine,",3
Torch,4
them!!,3
know?!,7
half?,9
Blair?,2
thawed,1
brawl...,1
guessing...,1
dogs!!,1
dogs?,9
torch?,1
fibrillator,1
Norris,4
Childs...,1
Norwegian.,2
"Swedish,",1
MacRe,1
Sweden!!!,1
regulations!,1
Blair's,1
imitating,3
isolation...,2
snowballed...,1
Bennings?,1
checkup.,2
far's,5
Argentine,1
man...!,1
plasma...,1
last...,9
four-cylinder,1
carburetors,1
snowmobiles.,1
Extinguishers.,1
talking?!,1
choppers!,1
"bitching,",3
pump!!,1
Sanchez...?,2
berserk.,2
What's...,2
knots?,1
Four!,1
imitate...,1
"Nauls,",1
shacks...,1
Fuchs.,1
flashlights.,1
flashlights?,2
who's...,3
"Position,",2
walls...,2
generator!!,1
generator!,2
back!!,2
rigged.,4
Nauls,1
"bunks,",1
Childs?,1
"self-sufficient,",1
obey.,1
MacReady...,1
towline,2
snapped.,3
weighted,4
"MacReady,",1
craft?,2
Magnesium,2
type...,4
supply?,4
back?!,1
pub!,1
stereo!,1
MacReady...?,1
ghosts...,2
books?!,1
"Kalen,",4
Morlocks,6
Kalen...,4
Kalen.,3
climber.,3
planner,1
towers?,2
Alexander...,3
discussed...,1
Vox...,2
librarian,2
swashbuckling.,1
Byronic,2
Byron?,1
ticking...,1
relays...,1
End...?,1
cattle...,2
Vox?,1
Machines?,2
"penny,",8
"Relic,",1
Pandora's,2
exposed?,1
primates,1
"lumbering,",1
bloodshed!,1
Morlocks!,1
Regenerating,1
neanderthal,1
cranial,3
Morlocks?,2
Eloi.,2
"""automaton""?!",1
biomechanical,1
organism.,7
"""these",1
shored,1
"ruins.""",1
T.S.,2
Eliot.,1
"divine,",1
dour.,1
automaton,2
1899.,1
carcinogens,3
pollutants,1
suspense.,2
"alley,",3
valor.,1
unaware?,1
tiger...,1
journey...,1
Initiative,2
domesticated.,1
reproduce.,1
brocade,1
"velvet,",1
claw.,6
immutable.,1
evolution?,1
barbaric!,1
indignation,1
Eloi,1
Became,3
Eloi?,1
atrophied,1
minds...,1
adaptation,1
survived...,1
"millennia,",1
scraping,5
lichen,1
Endlessly.,1
became.,4
Morlock,1
Created?,2
Morlocks.,2
evolved.,4
perambulate,1
Ahhh...,6
brake,2
perambulation.,1
Nell!,4
cantilevered,1
gasket,1
stable?,1
combustion,1
"explosions,",1
internals.,1
Nell's,2
spectacular...,1
Roche,1
"Limit,",1
"7,300",1
stratum,1
tolerances.,1
retrograde,3
2005,2
terraforming,1
excavations,1
"fluctuations,",1
seismic,2
moon?!,1
informational,1
kiosk.,1
VOX,1
NY-114.,1
omen,2
rare...,2
Orion's,3
sake?!,1
Alex...?!,1
park...,3
moonstone.,1
"propose,",4
"hum,",2
warmer.,4
affection.,7
Admiration?,1
Orion,2
sailors.,2
Sailors,2
fortune;,2
travels...,1
elm,1
discussed?,2
liners,1
"Singapore,",1
"Manchuria,",1
conceals,1
relive,2
Watchit,3
"Sake,",1
Perseverance.,1
late?!,1
equations.,2
Shepherd's,1
chalk.,3
sniffed,1
"snorted,",1
smiled.,2
four-in-,1
theoretical,3
"Philby,",2
conservatively.,1
equations,3
archeologists,2
"brow,",2
"""D+2xy",1
"something.""",2
humming?,1
bliss.,4
protestations,1
overhearing.,2
Kalen,4
Mara,2
Mara...?,1
scorching,1
ship-,1
undamaged?,1
welcomed,2
intolerable,3
belt...,2
Alexander...?,1
gaslights,1
"Learning,",1
"commerce,",2
university,10
botany,1
planner.,2
towers,4
carriers.,4
climbers,2
sculptors...,1
pulleys,1
"counterweights,",1
"mechanism,",1
climber,2
Kalen's,1
"""work""?",1
magnificent...,1
mountains...,2
astounding.,1
advances.,1
thinkers,1
damaged...,2
understand?...,2
valley...,1
faster...,1
illness?,6
Watchit.,3
Philby,1
Ouch,1
swooning.,1
Watchit?,1
Philby.,3
"huzzah,",1
Abstract,1
"mathematics,",3
"dimensions,",1
geometrical,1
"""durations""",1
"speculation,",1
parlor-tricks!,1
"experimentation,",1
evolutionary,2
chalkboard,1
parlor-tricks.,1
telegraph,5
fantasy?,3
husbandry,1
Hartdegen.,3
fowl,4
breeding.,2
"Empirical,",1
"exacting,",2
quantifiable,1
"Hartdegen,",1
"""inspiring""",1
"""challenge""",1
curriculum,3
"inspired,",1
spoon-fed,1
"""deviated""",1
physics!,1
syllabus,2
tutorial,1
"""Applied",1
Mathematics,2
"Engineering"",",1
parent.,5
"employers,",3
nothing!?,1
Mara.,1
oldest.,4
elder,3
patriarch,1
Yorkers.,4
entirely...,1
Moren.,1
"""Eloi""?",1
fowl.,1
"application,",2
excesses.,1
Radical,2
Fulton...,1
polluted,1
Alexander's,1
climber?,1
scampering,1
[Beat],83
Jacket?,1
mean...should,1
Starks?,2
Jacket.,6
Alpine,5
Becker.,4
intended...I,1
Medication?,1
cadaver,1
"medication,",2
Because...because,2
repeated,7
Jacket,4
Starks.,9
How...how,3
"Becker,",2
God-,1
"""practices""",1
Starks!,2
Organization,1
Organized!,1
woofing,1
pausing,2
Casey...,1
BECKER,1
"CHAIR,",1
half-shrouded,1
delusions,6
[Pointedly],1
restrains,1
[Uncertainly],1
thing...the,1
rebellious?,1
psychotic!,1
uncomfortable?,2
[Off,2
Becker's,4
gaze],1
condition's,1
Becker,14
formality,3
grabs.,1
exercising,5
Gries,1
Gries?,1
Lorenson,2
Loel,1
Lorenson?,1
"Gries,",1
"1993,",1
examiners,1
blunt,6
Grove's,2
112,1
"[Realizing,",1
whisper],1
"7,",2
Rest.,2
Lorenson's,2
weaker?,1
medieval...Jacket.,1
"[Beat,",2
lost],1
Erase,1
Medley?,1
testimony...that,1
Shelbourne,1
Eugene's,1
abstracts,1
Eugene?,4
[As,1
afterthought],1
net?,2
[Softly],2
replayed,1
like...I,2
"banned,",1
mistreatment,1
drugging,1
patients...,1
"25th,",2
1993,1
STARKS,2
falters,1
JACKIE,2
blurred,2
BOTTLE,1
VODKA,1
nervously,1
Starks',1
19...1993.,1
Alpine...,1
Starks,1
[beat],3
pleading,5
STARKS',1
look],1
hitch,5
pedal?,1
the...resources,1
Patient,6
Advocacy,1
Groups.,1
said...that,1
[looking,1
Starks],1
[pronounced,1
"""absance""]",1
seizures,2
me...the,1
Who...who,1
delusions!,1
"Eugene,",4
delusions.,4
MacKenzie,1
[Frustrated],1
Vets,1
vigorously.,1
liabilities.,1
Becker?,2
blows.,6
[Sincerely],1
to...make,1
us...I,2
[Shrugging],1
fictions,2
coaster,3
"MacKenzie,",2
sticky.,3
body'll,1
[Gravely],1
Mortality's,1
[Cutting,1
in],1
woods...,5
Helps,4
[makes,1
"""crazy",1
"gesture""]",1
[Sticking,1
jittery,1
hand],1
MacKenzie.,1
Kingsley.,1
fished,4
nurse?,17
happy...you,1
mean...from,1
Considering...,1
swallow],1
normal-looking.,1
"[Resolutely,",1
benefit],1
[Getting,1
up],1
Stuff?,2
Belongings?,1
Mister?,2
lips...I,1
Darryl.,8
"Thelma,",23
Goddamnit.,2
Hon?,5
"Doll,",3
range?,5
Harlan.,3
depend.,1
chance...!,1
Dickinson,1
"""close.""",1
Dickinson's,1
nut?,1
"drive-in,",1
parkin',3
Harlan,1
Puckett,1
"incarceration,",2
"imprisonment,",1
"electrocution,",1
snowball,2
bar-b-que.,1
T-Bird,2
Armed,5
Brains,4
lyin'.,3
Nationwide,1
Teletype.,1
hardened,3
Hainey.,1
slammer,1
.38.,3
Harlan?,1
Harlan!,1
"outlaw,",2
stealin',1
outlaw!,1
"instinctively,",1
Burglary's,1
shits.,2
'nother,5
closes,11
"stores,",2
convenience,8
robber?,1
J.D.!,1
Oz...,1
Wait...!,1
J.D.,11
J.D.?,3
"Darryl,",1
prides,1
infantile.,1
majoring,1
"J.D.,",1
Louise.,13
"comin',",4
Jimmy...,6
kiddin'!,6
Louise!,7
"peaches,",1
"coconut,",1
peaches.,5
Siesta,1
1921,1
23.,3
Terry.,17
cashed.,2
Oklahoma?!,1
sixty-seven,2
Fishing.,1
Darryl's,5
Honey...,6
Thelma.,16
beautiful?!!,1
Canyon!,1
"Unbearable,",1
Louise...,3
gas!,4
guy?!,2
Texas...,5
drivin'.,4
hacienda.,1
Mamasita.,1
Wide,3
Eeuww.,1
Geraldo,2
deals.,9
savin',2
pioneers,3
jerky.,1
"trunk,",11
dick...,1
Boom!!,1
Thelma!,10
darned.,2
Those.,1
Peek-a-poos.,1
flat-faced,1
Chihuahua?,1
Before.,5
suggestin',1
Saturdays.,1
Whaddo,1
Idaho?,1
Boise,1
thievin',1
goin'?!,1
tapped.,4
Ugh!!,1
Litterbug.,1
wild!,4
Oooooweee!!,1
crime!,1
Thelma!!,1
Drive!,2
"dent,",1
"loveliness,",1
115.,1
once?!,2
Texas!,1
Texas?,4
81,1
interstates.,1
conspicuous.,1
"""Okay,",2
"callin',",1
"hornet,",1
trunk!,1
touchin',2
Actin',2
inconspicuous.,1
Left.,2
some!,4
"jaded,",1
margarita,1
Cuervo,12
sedate!,1
"darlin,'",1
sedate.,1
"Bob's,",1
manager's.,1
lantern,6
plugs.,1
lantern.,4
bring?,2
Mansion.,1
"beaver,",1
beavers,1
Fresno.,1
Grrrreat!,1
Heavy?,1
Heavy?!,1
insensitive,3
S'matter,1
nick,5
"shit-for-brains,",1
foul?,1
Hitchhikers?,1
fifty...,2
hitcher,2
irony...,1
me!!!!!,1
"Woogie,",3
red-handed.,3
--but...,1
Mare?,2
Wooganowski.,1
Duh.,9
Dom?,2
barrels!,1
load.,9
batter,5
Copped,1
Altoids,1
Mints?,1
Healy!,1
Healy,4
Mary!,14
adversely,2
Healy?,3
diabetic,2
Flew.,1
Keepers,1
jai,2
alai.,2
rugrats.,4
boss's,3
liberated.,2
procrastinate,1
diabetes,1
Providence.,1
office;,3
padding,2
tear-jerker,1
Dom.,1
stalkers.,2
"loved,",5
"brief,",2
Crushes,1
Loser?,2
"Dom,",1
Lately,6
Asian.,3
Rickles,1
Yoko,1
Ono,1
foolproof,4
combo.,1
Good-looking?,1
"Asian,",2
Gay?,2
grandma...,1
Woogie,3
valedictorian,1
Borrington,1
Barrington,3
Rosey?,1
bundt,1
"clam-dip,",1
Nepal,2
'Kin-tan-,1
"tee',",1
'man,2
animals...,2
on.',1
Mare.,3
partner's,6
lubed,1
philanthropy,2
"Lied,",1
schmo,1
Corp,2
Dumbshit.,1
sawbones?,1
"Sully,",2
Healy.,5
Sully...?,1
spotting?,1
"Healy,",2
"Sull,",1
"alky,",1
cokehead.,2
healthier,5
"pad,",2
wheels?,3
"Stalker,",1
scam,9
of-some,1
pisser.,3
Sully!,2
Woogie?,2
beeped,2
roses...,1
his-face,1
No!!!!!!!!!!!!!!!!,1
Warren!,1
Urrggghh...,1
"Mare,",2
Fuck!!,2
moronic.,2
"corny,",7
Maude,1
Heartbreak,2
Kid...,4
Dumber's,1
buff?,1
movies...,2
Magda,3
traveling...,1
Lint?,1
Magda?,1
"architecture,",1
totalitarianism.,1
That...?,1
Vestibule.,1
portico,1
vestibule?,1
Deco.,1
deco,1
nouveau?,1
exhibit!,2
"architect,",4
museum?,4
Pufferball,1
tum-,1
tum,1
"rubbed,",1
clothesline,1
runners,7
blossomed.,1
confined?,1
enclosure,1
Mongo,1
mongoloid.,1
politically,4
incorrect?,1
hobby.,15
PGA,1
Tour,3
blueprints?,1
Katmandu.,4
summit.,2
Nepal?,2
cripes.,1
dollar?,3
Nepalese,1
coins.,4
backswing.,1
outlining,2
B.O.,1
stalker?,1
shitball.,1
'why'?,1
Surprised?,6
Fetched,1
Sumo,1
tuna.,1
mail-order,2
brides?,1
what:,5
bunion.,1
heal.,7
Godsakes.,2
buttplug.,1
heinous.,2
sparkplug...?,1
Rollerpig?,1
fronton.,1
Jai,2
alai?,1
resigned.,1
mastectomy!,1
"sparkplug,",1
rugrats,1
wheelchair?!,1
Hyperactive,1
"whites,",2
"deuce,",4
"chubby,",1
big-boned,1
very?,2
unlisted,1
stalker!,1
Labrador.,2
directory,2
lady-friend,1
Sully.,1
Sully...!,1
pooch,3
stalkin',1
son-of-a-bitch!,5
bald-faced,2
Baseball,4
nightgown,1
Dade,3
Wal-Mart,1
Pizza,6
Barn.,1
Norm.,6
pizzas.,3
Santiago,2
Estadio,2
Olimpico,1
Doob!,1
Tucker?,3
Deco...,1
vestibule.,1
Amigo,1
Olympico?,1
stadium?,1
"Santiago,",3
"smokescreen,",1
Mainly,4
Six-Minute,1
Abs.,2
Eight-Minute,2
Abs,2
Seven-,1
idea's,3
Seven-Minute,1
Abs?,1
hitchhiker,1
"prob,",1
Magda's,2
what's-his-name...,1
Steverino?,1
baton,7
employed.,2
calorie-countin',1
pansies.,2
kielbasa,1
ballgame.,3
pecs.,1
fish-net,1
hammock.,2
pecs.',1
Puffy?,2
Magda!,1
"Puffy,",1
Peloquin,1
flame?,1
"Pollyanna,",1
oyster,1
shucker.,1
Pat's,3
Bundt,1
"Magda,",3
crackers...?,1
Puffy,5
"yapping,",1
loser;,1
Puffy's,1
relaxed...,1
schlep?,1
"mookalone,",1
schlep.,1
mook?,1
mook.,1
broad's,1
asswipe,1
barks,3
"amongst,",1
half-mile,2
radius.,7
Watch?,3
stranger's,2
conversations?,1
Pompano,1
gooey,2
highlights.,2
Pettygrove.,1
incarcerated,1
thirties,1
homicides,2
decomposed,1
"Tucker,",8
meddlesome.,1
alumnus.,1
pussies.,1
farter?,1
corndogs,1
"farts,",1
brighter.,3
sexier,3
whites.,6
happiest...,1
Ted...?,1
poodle!,1
composure.,2
Sportscenter?,1
picky.,2
magnet.,1
hell'd,5
single?,3
writer?,10
Warren's,1
peppers.,1
toppings,1
cone.,1
corned,9
meats,1
"popsicles,",1
"fudgesicles,",1
lollipops,1
Nitrate-sicles,1
nitrate-sicles,1
one-iron,1
Twenty-two.,3
Tucker.,2
Brooks,7
nope,1
scars.,7
"Yup,",7
prom...,2
kinda.,2
betcha!,3
gotcha.,4
proms,1
"Clydesdale,",1
Warren?,3
unneces,1
C'mere,2
thought-out,2
beans?,1
hygienist.,1
"Shirley,",5
Shhhhhh!,2
I-I-I,16
Prom?,2
Woogie.,1
Peloquin.,1
shhh!,2
"hon,",7
HEAVENS,1
PETE!,1
pissing!,1
shirttail,1
Neighbors,3
Piggy,1
Franks,3
beans!,1
Giddy-up.,1
Piggyback,1
Soviets,9
distention?,1
blockades,1
Starshells.,1
Groznyy,2
inbound,2
Gagarin,1
"Kimovsk,",1
caveat,1
latest.,2
Khruschev,9
Khruschev's,3
Highest,4
Authority?,2
McNamara's,1
quarantine's,1
McCone,1
U.N.,8
Zorin,3
Adlai,3
appeaser.,1
Stevenson.,2
"consensus,",1
Consensus.,1
blockade.,3
everyone'll,2
blockade,2
Lied,1
missiles.,6
cover;,1
"Acheson,",1
Dulles,1
dotted,1
allies?,2
embassies,1
cryptographer,1
snowjob.,1
midterms.,1
Georgi?,1
Kenny.,10
overestimated,1
Lippman,4
article!,1
Jupiters,1
obsolete.,3
Turkey.,4
pledge.,1
Fomin,2
ploy,2
stalling,5
Khruschev.,2
EXCOM's,1
Zorin.,1
Adlai's,1
McCloy,1
Rescind,2
Chiefs.,2
"Nitze,",1
Gilpatric,1
Undersecretaries,1
"principals,",1
department:,1
EXCOM.,1
politicized,1
agenda,6
throats.,1
votes?,2
midterms,1
Kenny?,7
Kennedys.,1
'people',1
toughness,1
"Ken,",7
Lippman.,2
Lippman's,2
pre-arranged,2
redeployment,1
Southeast.,1
correctly.,4
"dismantled,",1
"Union,",1
reintroduce,1
favorably,2
"Zorin,",1
SAMs.,1
centralized,2
escalation,2
Soviets?,1
"overflights,",1
pilots',1
follow-on,1
thereafter.,1
considered.,1
hard-line,1
escalate,1
Soviets.,1
commander-in-chief,1
"States,",7
operational.,3
Chiefs',1
recommendation?,1
"missiles,",4
OPLAN,1
316.,1
McCone's,1
Carter's,2
winning?,5
Higgins,4
disruptions,1
unfolds.,1
Acheson?,1
"O'Donnell,",2
Acheson,1
DNC,1
Acheson's,2
Kenny!,5
Ribicoff.,1
Macmillan,2
Anglo,12
Skybolt.,1
Macmillan's,1
Nassau.,3
midterm,1
elections?,1
Rusk!,1
Defense...,1
disavow,1
linkage.,1
circumstantial,5
evidence...,7
agrees.,1
gut's,1
Feklisov,1
aka,2
buddies!,1
big-time.,1
'52.,1
goddman,2
Trial,2
NATO,3
clobbered,5
Soviets'll,1
horsetrade,1
'throw,1
"away,'",1
pilots.,5
"sites,",1
flights.,1
flights?,2
boarders,1
bows...,1
McNamara'll,1
unconditional,3
blockades.,1
delaying,1
Daly.,3
prevailing.,1
Pierre.,2
Ball's,3
Reconvene,1
Impress,2
Buffalo...,1
overthrown.,1
purview.,1
Bissel,1
bees,6
double-barrel,1
Stroke,1
transparent.,1
agreement:,2
conclusion:,1
"channels,",2
broker.,5
deniable.,1
Dangle,1
belay,1
stopping!,1
freighters.,2
fu--,1
scumbag?,2
"one-dimensional,",1
Rug,1
samples.,5
Bowen-Hamilton,1
"Breathe,",1
"shakin',",1
attached.,7
tightening,1
Rooms,1
adage,1
Ricans?,1
"Figures,",1
investigatin'?,1
"Brooks,",2
Denver.,7
"Dennis,",7
desecrating.,1
Twice?,2
penetrate.,1
distrustful,1
"outsiders,",1
non-Indians.,1
amicable.,1
Badlands.,4
Reservation.,3
"Scots-Irish,",1
one-eighth,1
"Levoi,",3
Cooch.,13
Souls,1
Ceremony.,1
Reservation,2
Instigation.,1
Hoss.,2
"Washinton,",1
"quillwork,",1
Foot.,2
Intimidation.,1
"burial,",2
wise-ass.,1
Oglala,2
"Sioux,",1
Geronimo.,4
"tracks,",3
ceremonial,3
Anti-American,1
"uranium,",3
Table,6
uranium,3
Selective,3
Levoi.,1
pertaining,2
"genocide,",1
"Uranium,",1
Table?,3
baitshop,1
"Everglades,",1
Tully,1
S.A.C.,4
yuppie,5
scalped!,1
drought.,3
Full.,1
Woh.,1
Eagle's,1
ulcer.,4
"Reservation,",1
Bastards...,1
doer.,4
"Graveyard,",1
Country.,2
Today.,9
ditto,1
footprints,8
Maisy,4
Legs,5
petrified,2
Laramie,3
Treaty?,1
discord,1
"infighting,",1
informant?,3
Upriver.,1
Jimmy's.,2
Treaty.,4
vendettas,1
"toes,",4
Militant,2
Pleasure.,6
quillwork,1
quillwork.,1
"gauge,",2
"choke-bored,",1
357.,1
"Country,",3
"interests""?",1
Airborne.,1
"Carnegie-Melon,",1
Accountants,1
whiz-kids.,1
Yuppies,2
Unfamiliar,1
customs...,1
Mohawks,2
"unsatisfactory,",1
vision...,2
Kola.,1
Stronghold.,2
Hoka,1
Moon...,1
honorin',1
Shit's,2
1868...,1
Uranium.,1
testin'.,1
"flags,",2
Fitful,1
fitful,1
full-blood,1
Oglala.,1
Mastercard,1
Sonuvabuck!,1
Knee.,3
Wounded,1
chased.,1
Old-,1
Dreams.,1
Sweat,2
visions?,1
"Table,",2
"Horse,",6
Maggie?,5
Five-hundred,2
turtleshell,1
rattle...,1
FBI's.,1
mornin',9
Follow?,1
Legs',1
B.I.A.,1
Annihilation,1
messin',6
sobriety,1
Hoss,1
watered.,2
"Weasel,",1
Bura,1
Imagination.,1
Sal,34
Mineo,1
"crystals,",2
myths.,2
"myths,",1
myths,2
"302,",1
"Heavy,",1
Taku,1
Wakan.,1
Wanagi,1
Spirits.,2
Rolex.,2
Badlands,1
Ind'n,1
Wasi'cu.,1
Was-te.,1
Elk,3
outhouse,1
"trailer,",2
highballing,1
shitter,2
"rolled,",1
Stale,1
Electromagnetic,1
Wambli,1
res.,2
taggin',1
finger-printin'.,1
"""listen",1
"water.""",2
Evidence,4
Sioux...,1
Address,1
Sioux.,3
herbs.,1
Pipe.,1
sacrament.,1
Monster,3
trickster.,1
tobacco?,1
Reaches.,1
Sisters.,3
Legs.,1
"M.E.,",1
electrostatic,1
"psycholingusitics,",1
fingerprinting;,1
scorpions,1
know-how.,2
dog-fucker,1
two-seventeen.,1
sonuvabuck.,1
releases...,1
"two-ten,",1
two-fifteen,1
Bald,1
Muffler,1
baling,1
Wa-shee,1
dumpling.,3
tallow,2
Washee.,1
"manipulation,",1
wrote...,1
desecrated,2
Magdelana.,1
Reaches,1
Fugitive,1
Kicked,2
hereditary,2
"Magdelana,",1
classes?,2
shape-shift,1
Porcupine.,1
Jimmy's?,1
gung-ho,2
X21.,1
doorstep,2
Buffalo,10
Butte,1
X22.,3
"X21,",1
"Woh,",1
dormant;,1
"COINTELPRO,",1
Couture,1
Teton,1
Tully.,1
"solitary,",1
"downer,",2
Suit.,2
Bird...,1
Table!,2
Tashka,2
"Sha,",1
Sha.,1
Jimmy?!,1
spirits?,1
In'dn.,1
arrangement...,2
solitary?,2
Elk...,1
wasi'cu's,1
"Warriors,",2
"backdoor,",1
stipulation,1
confinement?,1
Pen?,1
"wasi'cus,",1
Oh...I'll,2
"F-14,",1
"Gun,",2
MiGs....You're,1
instructor...Now,1
pilot...,3
pilot...I,1
contentment,1
roar,4
Sometimes...I,1
career...hotel,1
did...but,2
didn't..,1
three...One...two...,1
Penalty,1
round!,1
Goose,5
don'tcha?,1
silliest,1
reality!,2
"""reality"".",1
Immutable,1
imaginary.,2
times...nothing,1
line...today,1
yesterday...or,1
flying...my,1
guy...great,1
Danger?,2
F-14?,1
no...inverse,1
Food...and,1
you...my,1
F-14!,1
"F-14's,",1
"carriers,",2
Gun.,3
ballistic?,2
suchi?.,1
She...,7
brave...braver,1
Simplifies,1
brave?,4
MAVERICK,4
wine...,5
art...,1
"said...""There's",1
exhilarating,3
"result.""",1
subverting,1
laws...gravity...whatever.,1
teeth...and,1
brains...Sitting,1
meatballs?,1
organisms.,2
Just...go.,1
cockpit...play,1
levers,2
drink...A,1
strain.,7
immune...,1
down....If,1
Harmless!,1
foe.,3
CHARLIE,4
disengage.,1
Maverick...you,1
Maverick.,3
club...,3
need...what,1
for...what,1
wingman,2
fast...too,2
hotshots,2
"flattering,",2
productive.,2
anyway..,1
MiG,9
insulter?,1
inverted.,1
4G,1
4G?,1
21?,1
deduction.,1
Sleek,1
stylish...It's,1
color...matches,1
embarrassing!,3
Yeow!,1
out?She,1
this...is,1
Uhhh...Anything,1
is...could,1
instinctively,4
attracted.,1
gate...,2
I...am,1
Tomcats?,1
